plz,abgefrage_plz,ort,angebotenes_impfzentrum,public_key_impfzentrum,distanz_zum_impfzentrum(km),json_daten_impfzentrum
31707,31707,Heeßen,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31708,31708,Ahnsen,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31710,31710,Buchholz bei Stadthagen,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31711,31711,Luhden,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31712,31712,Niedernwöhren,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31714,31714,Lauenhagen,IZ Schaumburg_B,469025339434589,10,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31715,31715,Meerbeck,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31717,31717,Nordsehl,IZ Schaumburg_B,469025339434589,10,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31718,31718,Pollhagen,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31719,31719,Wiedensahl,IZ Schaumburg_B,469025339434589,15,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31737,31737,Rinteln,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31749,31749,Auetal,IZ Schaumburg_B,469025339434589,10,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31785-31789,31785,Hameln,IZ Hameln-Pyrmont,598113516695810,5,"{'resultList': [{'vaccinationCenterPk': 598113516695810, 'name': 'IZ Hameln-Pyrmont', 'streetName': 'Reimerdeskamp', 'streetNumber': '56', 'zipcode': '31787', 'city': 'Hameln', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31812,31812,Bad Pyrmont,IZ Hameln-Pyrmont,598113516695810,20,"{'resultList': [{'vaccinationCenterPk': 598113516695810, 'name': 'IZ Hameln-Pyrmont', 'streetName': 'Reimerdeskamp', 'streetNumber': '56', 'zipcode': '31787', 'city': 'Hameln', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31832,31832,Springe,Impfzentrum Hannover 1,915745288482899,30,"{'resultList': [{'vaccinationCenterPk': 915745288482899, 'name': 'Impfzentrum Hannover 1', 'streetName': 'Messegelände', 'streetNumber': '25', 'zipcode': '30521', 'city': 'Hannover', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
31840,31840,Hessisch Oldendorf,IZ Hameln-Pyrmont,598113516695810,15,"{'resultList': [{'vaccinationCenterPk': 598113516695810, 'name': 'IZ Hameln-Pyrmont', 'streetName': 'Reimerdeskamp', 'streetNumber': '56', 'zipcode': '31787', 'city': 'Hameln', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31848,31848,Bad Münder am Deister,IZ Hameln-Pyrmont,598113516695810,15,"{'resultList': [{'vaccinationCenterPk': 598113516695810, 'name': 'IZ Hameln-Pyrmont', 'streetName': 'Reimerdeskamp', 'streetNumber': '56', 'zipcode': '31787', 'city': 'Hameln', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31855,31855,Aerzen,IZ Hameln-Pyrmont,598113516695810,15,"{'resultList': [{'vaccinationCenterPk': 598113516695810, 'name': 'IZ Hameln-Pyrmont', 'streetName': 'Reimerdeskamp', 'streetNumber': '56', 'zipcode': '31787', 'city': 'Hameln', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31860,31860,Emmerthal,IZ Hameln-Pyrmont,598113516695810,15,"{'resultList': [{'vaccinationCenterPk': 598113516695810, 'name': 'IZ Hameln-Pyrmont', 'streetName': 'Reimerdeskamp', 'streetNumber': '56', 'zipcode': '31787', 'city': 'Hameln', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31863,31863,Coppenbrügge,IZ Hameln-Pyrmont,598113516695810,20,"{'resultList': [{'vaccinationCenterPk': 598113516695810, 'name': 'IZ Hameln-Pyrmont', 'streetName': 'Reimerdeskamp', 'streetNumber': '56', 'zipcode': '31787', 'city': 'Hameln', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31867,31867,Hülsede,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31867,31867,Lauenau,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31867,31867,Messenkamp,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31867,31867,Pohle,IZ Schaumburg_B,469025339434589,20,"{'resultList': [{'vaccinationCenterPk': 469025339434589, 'name': 'IZ Schaumburg_B', 'streetName': ' Enzer Straße', 'streetNumber': '19a', 'zipcode': '31655', 'city': 'Stadthagen', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
31868,31868,Ottenstein,IZ Holzminden,894512314084652,25,"{'resultList': [{'vaccinationCenterPk': 894512314084652, 'name': 'IZ Holzminden', 'streetName': 'Zeppelinstraße', 'streetNumber': '6', 'zipcode': '37603', 'city': 'Holzminden', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
34346,34346,Hann. Münden,IZ Göttingen - Landkreis,94175902481632,30,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
34355,34355,Staufenberg (Niedersachsen),IZ Göttingen - Landkreis,94175902481632,35,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37073-37085,37073,Göttingen,IZ Göttingen - Stadt,471597056879407,5,"{'resultList': [{'vaccinationCenterPk': 471597056879407, 'name': 'IZ Göttingen - Stadt', 'streetName': 'Anna-Vandenhoeck-Ring', 'streetNumber': '13', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': False, 'firstAppoinmentDateSorterOnline': 1619474400000, 'publicAppointment': True}], 'succeeded': True}"
37115,37115,Duderstadt,IZ Göttingen - Landkreis,94175902481632,40,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 40, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37120,37120,Bovenden,IZ Göttingen - Landkreis,94175902481632,10,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37124,37124,Rosdorf,IZ Göttingen - Landkreis,94175902481632,10,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37127,37127,Bühren,IZ Göttingen - Landkreis,94175902481632,20,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37127,37127,Dransfeld,IZ Göttingen - Landkreis,94175902481632,20,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37127,37127,Jühnde,IZ Göttingen - Landkreis,94175902481632,20,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37127,37127,Niemetal,IZ Göttingen - Landkreis,94175902481632,20,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37127,37127,Scheden,IZ Göttingen - Landkreis,94175902481632,20,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37130,37130,Gleichen,IZ Göttingen - Landkreis,94175902481632,20,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37133,37133,Friedland (Niedersachsen),IZ Göttingen - Landkreis,94175902481632,15,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37136,37136,Ebergötzen,IZ Göttingen - Landkreis,94175902481632,25,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37136,37136,Landolfshausen,IZ Göttingen - Landkreis,94175902481632,25,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37136,37136,Seeburg,IZ Göttingen - Landkreis,94175902481632,25,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37136,37136,Seulingen,IZ Göttingen - Landkreis,94175902481632,25,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37136,37136,Waake,IZ Göttingen - Landkreis,94175902481632,25,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
37139,37139,Adelebsen,IZ Göttingen - Landkreis,94175902481632,20,"{'resultList': [{'vaccinationCenterPk': 94175902481632, 'name': 'IZ Göttingen - Landkreis', 'streetName': 'Godehardstraße', 'streetNumber': '11', 'zipcode': '37081', 'city': 'Göttingen', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
